tenure,MonthlyCharges,TotalCharges,gender_1,SeniorCitizen_1,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1.24587756220135,0.23606670844536215,0.968803360119864,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
1.2051336009250397,-0.7046378389135444,0.20532845176377854,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0
-1.2802480369298874,0.2909134400051568,-0.974914195499314,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.797693988161937,-1.3029658195658524,-0.418598861381079,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
1.5310852911355222,-0.17611478933733907,0.8212702717903207,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1.4495973685829016,-0.3456410505221597,0.6354641708633253,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
-1.0357842692720256,-1.4675060142452372,-0.9372367859797478,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.18016108246950976,0.6000495633421824,0.016544335447356305,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1.082901717096109,-1.494098368940895,-0.48312252815199924,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.46536881140368175,-1.2065685337940917,-0.7297022023965622,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.7569500268856267,0.7163911151356868,0.8752495581453433,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
-0.9542963467194051,1.1468548567716528,-0.6020225499965326,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
-1.2802480369298874,-1.336206262935425,-0.9965103219159743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.26164900502213034,-1.4591959034028439,-0.7786960703959516,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0.2680224915699033,0.5551749647932596,0.36353827674874967,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0.06430268518835193,0.7994922235596185,0.31630915860976144,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.46536881140368175,-1.4891123024354593,-0.8230795293850426,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-0.46536881140368175,-1.4907743246039378,-0.8236530730896731,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-1.2395040756535771,0.5136244105812937,-0.9435898854771921,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
-0.38388088885106114,-1.4591959034028439,-0.8070644244019014,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.01718523736426863,1.4410327805923713,0.5071889153854103,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0
1.6125732136881425,0.8643110881302852,1.815177393168298,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
0.2680224915699033,1.1618130562879607,0.773269075587407,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0.18653456901728277,0.9357780413748666,0.49940195662638986,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
-1.2395040756535771,0.8210985117498408,-0.9361117579437419,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1987601143772668,0.47539790070628496,-0.8986108234102156,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.10504664646466222,-1.5173666792995961,-0.7258859308234444,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0.2680224915699033,0.8609870437933281,0.49851958169618926,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-1.1987601143772668,0.3191678168692938,-0.9060889509436658,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.5939741817803856,-1.3378682851039039,-0.4953875396817878,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.7098325790615434,-1.3096139082397669,-0.8310650225033583,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
-0.7505765403378537,-1.4758161250876303,-0.8857281494292866,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1.4903413298592119,1.3396494283151743,2.184539538950277,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
-0.8320644628904743,-1.4542098368974081,-0.903331529286789,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
1.5718292524118322,0.856000977287892,1.7452271205766436,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0
-0.791320501614164,0.17789593254861,-0.6161626082529975,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.46536881140368175,1.3163811179564737,-0.055303043244229244,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
0.9606698332671781,0.013355737869225209,0.5421530219946099,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.6125732136881425,1.6670677955054654,2.6087854053907344,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-1.2395040756535771,-0.5234774225493735,-0.9671713554868038,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.26164900502213034,-1.5024084797832884,-0.7991892281498609,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
-0.7505765403378537,1.0305133049781485,-0.4133928492928953,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0.6347181430566958,-0.19439703319060395,0.22341713783289124,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
-1.1987601143772668,-0.48691293484284354,-0.9331778613008248,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
-1.1172721918246462,0.6848126939345931,-0.8194617921712201,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
-0.9950403079957154,-1.4974224132778524,-0.9433913511178971,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
-1.1172721918246462,0.8094643565704907,-0.8250428136047391,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
-1.2395040756535771,-0.6763834620494076,-0.9708773301936464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.6283446565089229,-1.4924363467724167,-0.8618819669406149,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
-1.1172721918246462,0.4637637455269347,-0.8255501791896044,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.4495973685829016,-0.01489863899491184,0.995451083011923,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1.368109446030281,0.48537003371715715,1.2667813740486134,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0.5939741817803856,1.273168541576029,1.149734339557501,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0
1.4495973685829016,-0.3921776712395614,0.6057281357155645,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0
-0.7505765403378537,-0.48525091267436476,-0.7122752975251,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-0.9950403079957154,-1.5157046571311175,-0.9359132235844468,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
-0.38388088885106114,-1.3611365954626045,-0.7313345960174332,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.18016108246950976,-0.3456410505221597,-0.3382586239863127,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1.6125732136881425,0.6648684279128493,1.7022554614758734,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0
-1.2802480369298874,0.5235965435921655,-0.9718258832436119,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
-1.0357842692720256,-0.6830315507233222,-0.8690733226217499,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.2866215234776603,0.8576629994563706,1.5592224852903531,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0.3902543753988342,-0.5068572008645872,-0.090598040452254,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-0.42462485012737144,0.5053142997389005,-0.25449918373701885,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
-0.38388088885106114,-1.4874502802669807,-0.8242266167943035,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0.512486259227765,0.7463075141683023,0.7316650976284477,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
0.10504664646466222,-1.2979797530604165,-0.6179935362331639,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1.2051336009250397,1.331339317472781,1.7778088148743014,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0
-1.1987601143772668,0.7812099797063535,-0.8865884649862322,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
0.8384379494382472,1.304746962777123,1.4484623721769203,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0.10504664646466222,1.2166597878477559,0.53516020067277,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
-0.9135523854430948,-0.17112872283190322,-0.7254668027315991,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
-1.2802480369298874,0.3573943267443021,-0.9740318205691134,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-1.2802480369298874,-0.6963277280711512,-0.9880174632127934,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-0.791320501614164,-1.3179240190821602,-0.8609554732639042,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.18653456901728277,-0.20104512186451856,-0.03538342919495024,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
-1.2395040756535771,0.18620604339100316,-0.939067713959914,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
-0.6283446565089229,1.123586546412952,-0.25516096493466933,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0
1.0421577558197987,1.3379874061466956,1.6419010162501513,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0
0.6347181430566958,1.3446354948206103,1.1974708232813545,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
1.4495973685829016,1.2399280982064562,2.1468400700574555,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0
-0.506112772679992,-1.477478147256109,-0.812093961504045,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
-1.076528230548336,0.8127884009074476,-0.7924831786803362,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
-0.01718523736426863,0.5169484549182508,0.13802530396272647,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-1.2802480369298874,0.8144504230759262,-0.9679654929239841,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-0.6283446565089229,-1.5107185906256815,-0.871918981771647,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
-0.42462485012737144,-0.2276374765601766,-0.4462613154428684,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1.1643896396487294,0.35074623807038746,1.0791443451414515,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
-0.9542963467194051,-0.6531151516907069,-0.823631013716418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-1.076528230548336,0.14299346701055832,-0.8154469862388073,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.0421577558197987,1.181757322309704,1.4990665744239262,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
0.797693988161937,0.13135931183120808,0.5292262292671708,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0
-1.2802480369298874,0.1230492009888149,-0.9771421921980707,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0.3087664528462136,1.2316179873640631,0.7954608050819526,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0.8384379494382472,-0.12293007994602276,0.4740998555028872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
-0.9950403079957154,-0.874164100098365,-0.8614187201022596,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0.7162060656093164,-0.7229200827668095,-0.03319955124270359,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
-1.0357842692720256,-1.0021398070712197,-0.8985667046637056,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.797693988161937,0.6416001175541483,0.9112063365510186,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.9542963467194051,-0.5184913560439374,-0.8097556679390132,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.6125732136881425,1.5058516451630375,2.4103834023351247,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0
1.1643896396487294,1.1136144134020802,1.6691222828468404,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0.7569500268856267,1.5523882658804395,1.5088388767758978,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0.3902543753988342,-0.3423170061852024,0.007875001758135184,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.6125732136881425,1.7551549704348326,2.658418995214519,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.18016108246950976,-0.011574594657954289,-0.18340182373610406,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.46536881140368175,1.2980988741032085,-0.030133298360256515,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
-0.42462485012737144,-0.3522891391960741,-0.4988067425363152,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1.6125732136881425,1.5723325319021828,2.5071137540583677,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0.3902543753988342,1.0122310611248837,0.7394520563874682,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
-1.2802480369298874,-0.5068572008645872,-0.9855026946617215,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-1.2802480369298874,-1.5123806127941604,-0.9988486154810059,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
-0.5876006952326126,0.35240826023886646,-0.39834835673297475,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
-1.1172721918246462,-0.5866342649515616,-0.9089125507203079,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.3902543753988342,0.1529656000214305,0.3419200909588345,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-0.6690886177852331,-1.4691680364137156,-0.8616613732080647,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
-1.0357842692720256,0.06820246942901982,-0.8052555557949902,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
-1.1580161531009565,0.6582203392389346,-0.8484919273748205,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
